0.0,8.8.8.8,96,21.13,
0.0542,8.8.8.8,96,22.04,
0.1069,8.8.8.8,96,33.96,
0.1553,8.8.8.8,96,18.92,
0.1997,8.8.8.8,96,23.4,
0.2559,8.8.8.8,96,21.42,
0.3062,8.8.8.8,96,20.32,
0.3552,8.8.8.8,96,18.31,
0.4073,8.8.8.8,96,41.06,
0.4563,8.8.8.8,96,16.21,
0.5083,8.8.8.8,96,20.5,
0.5546,8.8.8.8,96,20.6,
0.6035,8.8.8.8,96,15.72,
0.6542,8.8.8.8,96,17.02,
0.6998,8.8.8.8,96,35.69,
0.7513,8.8.8.8,96,73.28,
0.8072,8.8.8.8,96,22.49,
0.8573,8.8.8.8,96,17.9,
0.9076,8.8.8.8,96,17.54,
0.9535,8.8.8.8,96,18.9,
1.0058,8.8.8.8,96,19.22,
1.05,8.8.8.8,96,15.53,
1.1038,8.8.8.8,96,16.71,
1.1572,8.8.8.8,96,15.39,
1.2045,8.8.8.8,96,16.51,
1.254,8.8.8.8,96,19.03,
1.3034,8.8.8.8,96,14.41,
1.3545,8.8.8.8,96,15.29,
1.4041,8.8.8.8,96,15.62,
1.4537,8.8.8.8,96,46.48,
1.504,8.8.8.8,96,13.5,
1.5503,8.8.8.8,96,16.3,
1.6033,8.8.8.8,96,15.7,
1.6536,8.8.8.8,96,13.27,
1.7058,8.8.8.8,96,18.27,
1.7534,8.8.8.8,96,16.74,
1.8043,8.8.8.8,96,64.52,
1.854,8.8.8.8,96,16.97,
1.9038,8.8.8.8,96,16.03,
1.9571,8.8.8.8,96,17.09,
2.0029,8.8.8.8,96,15.39,
2.059,8.8.8.8,96,15.05,
2.112,8.8.8.8,96,15.19,
2.1541,8.8.8.8,96,32.84,
2.2064,8.8.8.8,96,17.21,
2.2499,8.8.8.8,96,18.92,
2.304,8.8.8.8,96,19.78,
2.3539,8.8.8.8,96,15.82,
2.4052,8.8.8.8,96,15.05,
2.4545,8.8.8.8,96,15.9,
2.5071,8.8.8.8,96,20.72,
2.5574,8.8.8.8,96,38.78,
2.6042,8.8.8.8,96,17.22,
2.655,8.8.8.8,96,15.79,
2.7049,8.8.8.8,96,17.78,
2.7541,8.8.8.8,96,15.7,
2.8074,8.8.8.8,96,16.05,
2.8542,8.8.8.8,96,20.08,
2.9039,8.8.8.8,96,18.04,
2.9577,8.8.8.8,96,16.23,
3.0046,8.8.8.8,96,15.16,
3.0512,8.8.8.8,96,186.62,
3.1045,8.8.8.8,96,15.68,
3.1539,8.8.8.8,96,62.2,
3.2047,8.8.8.8,96,16.38,
3.256,8.8.8.8,96,16.03,
3.3039,8.8.8.8,96,15.04,
3.3525,8.8.8.8,96,17.55,
3.406,8.8.8.8,96,15.0,
3.4514,8.8.8.8,96,14.37,
3.5051,8.8.8.8,96,14.03,
3.5541,8.8.8.8,96,15.53,
3.6045,8.8.8.8,96,15.58,
3.6542,8.8.8.8,96,16.69,
3.7031,8.8.8.8,96,29.06,
3.7542,8.8.8.8,96,16.52,
3.8071,8.8.8.8,96,14.54,
3.8543,8.8.8.8,96,16.76,
3.9035,8.8.8.8,96,16.44,
3.9576,8.8.8.8,96,16.45,
4.0044,8.8.8.8,96,17.62,
4.0587,8.8.8.8,96,35.43,
4.1077,8.8.8.8,96,18.69,
4.1536,8.8.8.8,96,17.42,
4.2073,8.8.8.8,96,15.94,
4.2497,8.8.8.8,96,21.4,
4.3083,8.8.8.8,96,24.55,
4.3537,8.8.8.8,96,79.4,
4.4082,8.8.8.8,96,18.6,
4.4567,8.8.8.8,96,14.54,
4.504,8.8.8.8,96,15.56,
4.5595,8.8.8.8,96,15.4,
4.6081,8.8.8.8,96,27.07,
4.6538,8.8.8.8,96,14.59,
4.7034,8.8.8.8,96,36.33,
4.7506,8.8.8.8,96,15.57,
4.805,8.8.8.8,96,15.98,
4.8565,8.8.8.8,96,16.25,
4.9043,8.8.8.8,96,15.07,
4.9567,8.8.8.8,96,17.26,
5.0075,8.8.8.8,96,18.31,
5.0536,8.8.8.8,96,14.81,
5.1038,8.8.8.8,96,14.83,
5.1583,8.8.8.8,96,24.84,
5.2037,8.8.8.8,96,18.26,
5.2546,8.8.8.8,96,17.71,
5.3076,8.8.8.8,96,21.63,
5.3545,8.8.8.8,96,17.51,
5.4065,8.8.8.8,96,15.17,
5.4541,8.8.8.8,96,19.58,
5.5095,8.8.8.8,96,14.99,
5.5568,8.8.8.8,96,14.57,
5.6037,8.8.8.8,96,19.16,
5.6546,8.8.8.8,96,17.78,
5.7071,8.8.8.8,96,16.4,
5.7538,8.8.8.8,96,49.66,
5.8082,8.8.8.8,96,22.63,
5.8574,8.8.8.8,96,13.91,
5.9062,8.8.8.8,96,16.75,
5.9533,8.8.8.8,96,16.83,
6.0036,8.8.8.8,96,17.53,
6.0575,8.8.8.8,96,106.64,
6.1067,8.8.8.8,96,18.52,
6.1579,8.8.8.8,96,20.12,
6.2049,8.8.8.8,96,18.0,
6.2589,8.8.8.8,96,18.43,
6.2999,8.8.8.8,96,16.73,
6.3541,8.8.8.8,96,15.6,
6.4061,8.8.8.8,96,15.89,
6.4571,8.8.8.8,96,15.88,
6.5082,8.8.8.8,96,17.99,
6.5575,8.8.8.8,96,17.59,
6.6073,8.8.8.8,96,13.74,
6.6513,8.8.8.8,96,15.83,
6.708,8.8.8.8,96,16.82,
6.7535,8.8.8.8,96,24.6,
6.8075,8.8.8.8,96,16.99,
6.8547,8.8.8.8,96,26.63,
6.9037,8.8.8.8,96,16.94,
6.9546,8.8.8.8,96,17.39,
7.0058,8.8.8.8,96,15.18,
7.0536,8.8.8.8,96,17.07,
7.1038,8.8.8.8,96,101.79,
7.1539,8.8.8.8,96,13.96,
7.2071,8.8.8.8,96,13.46,
7.2579,8.8.8.8,96,19.47,
7.304,8.8.8.8,96,16.93,
7.3579,8.8.8.8,96,18.64,
7.4094,8.8.8.8,96,50.58,
7.4578,8.8.8.8,96,20.64,
7.5074,8.8.8.8,96,23.19,
7.5581,8.8.8.8,96,20.98,
7.6084,8.8.8.8,96,19.01,
7.658,8.8.8.8,96,24.43,
7.7038,8.8.8.8,96,56.18,
7.7547,8.8.8.8,96,22.71,
7.805,8.8.8.8,96,17.63,
7.8546,8.8.8.8,96,19.2,
7.902,8.8.8.8,96,19.17,
7.9582,8.8.8.8,96,17.03,
8.0096,8.8.8.8,96,19.09,
8.0551,8.8.8.8,96,39.79,
8.1,8.8.8.8,96,13.87,
8.1567,8.8.8.8,96,13.67,
8.2058,8.8.8.8,96,15.35,
8.2567,8.8.8.8,96,23.12,
8.306,8.8.8.8,96,27.16,
8.3516,8.8.8.8,96,15.5,
8.4075,8.8.8.8,96,25.88,
8.4541,8.8.8.8,96,17.66,
8.5072,8.8.8.8,96,17.87,
8.5551,8.8.8.8,96,24.01,
8.6062,8.8.8.8,96,14.45,
8.6548,8.8.8.8,96,17.02,
8.7056,8.8.8.8,96,17.66,
8.7578,8.8.8.8,96,46.44,
8.8047,8.8.8.8,96,16.65,
8.859,8.8.8.8,96,17.66,
8.9074,8.8.8.8,96,18.18,
8.9544,8.8.8.8,96,22.86,
9.0046,8.8.8.8,96,21.02,
9.0539,8.8.8.8,96,17.74,
9.1054,8.8.8.8,96,139.96,
9.1553,8.8.8.8,96,15.37,
9.2042,8.8.8.8,96,17.01,
9.2577,8.8.8.8,96,16.32,
9.3039,8.8.8.8,96,17.4,
9.3537,8.8.8.8,96,70.71,
9.4062,8.8.8.8,96,17.45,
9.4541,8.8.8.8,96,24.34,
9.5068,8.8.8.8,96,14.06,
9.5552,8.8.8.8,96,14.8,
9.6039,8.8.8.8,96,37.47,
9.6603,8.8.8.8,96,116.7,
9.7064,8.8.8.8,96,18.5,
9.7559,8.8.8.8,96,16.33,
9.8067,8.8.8.8,96,15.62,
9.8547,8.8.8.8,96,16.59,
9.9039,8.8.8.8,96,19.1,
9.9542,8.8.8.8,96,80.27,
10.0087,8.8.8.8,96,16.4,
10.0545,8.8.8.8,96,14.42,
10.1076,8.8.8.8,96,15.05,
10.1577,8.8.8.8,96,14.82,
10.2044,8.8.8.8,96,15.71,
10.2517,8.8.8.8,96,13.68,
10.3028,8.8.8.8,96,18.26,
10.3539,8.8.8.8,96,17.31,
10.4019,8.8.8.8,96,16.21,
10.4546,8.8.8.8,96,14.02,
10.5006,8.8.8.8,96,64.02,
10.5576,8.8.8.8,96,19.0,
10.6053,8.8.8.8,96,20.51,
10.6593,8.8.8.8,96,19.0,
10.7039,8.8.8.8,96,45.39,
10.754,8.8.8.8,96,16.05,
10.804,8.8.8.8,96,17.01,
10.857,8.8.8.8,96,21.6,
10.9078,8.8.8.8,96,18.04,
10.9499,8.8.8.8,96,14.38,
11.0074,8.8.8.8,96,16.32,
11.0538,8.8.8.8,96,15.0,
11.1047,8.8.8.8,96,17.07,
11.1541,8.8.8.8,96,15.16,
11.207,8.8.8.8,96,14.87,
11.2547,8.8.8.8,96,15.42,
11.307,8.8.8.8,96,17.07,
11.3583,8.8.8.8,96,26.4,
11.4046,8.8.8.8,96,16.52,
11.457,8.8.8.8,96,15.77,
11.5003,8.8.8.8,96,16.52,
11.5538,8.8.8.8,96,46.02,
11.6078,8.8.8.8,96,17.53,
11.657,8.8.8.8,96,15.77,
11.7074,8.8.8.8,96,15.13,
11.7555,8.8.8.8,96,16.22,
11.8024,8.8.8.8,96,17.68,
11.8543,8.8.8.8,96,15.1,
11.9072,8.8.8.8,96,16.42,
11.9538,8.8.8.8,96,13.63,
12.0024,8.8.8.8,96,15.27,
12.0546,8.8.8.8,96,17.21,
12.108,8.8.8.8,96,18.01,
12.1567,8.8.8.8,96,17.82,
12.2086,8.8.8.8,96,17.98,
12.2558,8.8.8.8,96,17.94,
12.3072,8.8.8.8,96,15.71,
12.3531,8.8.8.8,96,17.19,
12.4064,8.8.8.8,96,15.79,
