0.0027,8.8.8.8,96,128.32,
0.0554,8.8.8.8,96,15.7,
0.1044,8.8.8.8,96,19.51,
0.1538,8.8.8.8,96,16.61,
0.2087,8.8.8.8,96,17.87,
0.2537,8.8.8.8,96,23.61,
0.3045,8.8.8.8,96,160.74,
0.3538,8.8.8.8,96,14.42,
0.4036,8.8.8.8,96,15.51,
0.4526,8.8.8.8,96,16.03,
0.5059,8.8.8.8,96,17.24,
0.5545,8.8.8.8,96,173.11,
0.604,8.8.8.8,96,16.35,
0.6572,8.8.8.8,96,17.24,
0.7078,8.8.8.8,96,17.11,
0.7542,8.8.8.8,96,14.89,
0.8048,8.8.8.8,96,195.81,
0.8537,8.8.8.8,96,49.3,
0.9037,8.8.8.8,96,19.84,
0.9537,8.8.8.8,96,42.16,
1.0039,8.8.8.8,96,21.02,
1.0545,8.8.8.8,96,119.14,
1.1085,8.8.8.8,96,22.79,
1.1542,8.8.8.8,96,20.55,
1.2043,8.8.8.8,96,18.54,
1.2592,8.8.8.8,96,17.02,
1.3031,8.8.8.8,96,14.19,
1.3539,8.8.8.8,96,222.9,
1.4089,8.8.8.8,96,16.25,
1.454,8.8.8.8,96,16.4,
1.5087,8.8.8.8,96,16.27,
1.5581,8.8.8.8,96,14.42,
1.6039,8.8.8.8,96,98.19,
1.654,8.8.8.8,96,16.91,
1.7033,8.8.8.8,96,19.01,
1.7553,8.8.8.8,96,14.88,
1.8038,8.8.8.8,96,18.81,
1.8535,8.8.8.8,96,14.33,
1.908,8.8.8.8,96,113.63,
1.9539,8.8.8.8,96,17.69,
2.0069,8.8.8.8,96,24.22,
2.054,8.8.8.8,96,18.83,
2.1044,8.8.8.8,96,17.03,
2.1541,8.8.8.8,96,18.67,
2.2035,8.8.8.8,96,28.77,
2.2546,8.8.8.8,96,22.75,
2.3012,8.8.8.8,96,23.57,
2.3546,8.8.8.8,96,20.56,
2.404,8.8.8.8,96,28.86,
2.4552,8.8.8.8,96,18.41,
2.5045,8.8.8.8,96,23.7,
2.5545,8.8.8.8,96,66.24,
2.6042,8.8.8.8,96,24.55,
2.654,8.8.8.8,96,26.94,
2.7047,8.8.8.8,96,17.69,
2.7549,8.8.8.8,96,19.55,
2.804,8.8.8.8,96,23.08,
2.8544,8.8.8.8,96,158.09,
2.9078,8.8.8.8,96,18.8,
2.9587,8.8.8.8,96,20.47,
3.0027,8.8.8.8,96,29.9,
3.0576,8.8.8.8,96,19.43,
3.1072,8.8.8.8,96,24.48,
3.1589,8.8.8.8,96,21.81,
3.2086,8.8.8.8,96,20.09,
3.2594,8.8.8.8,96,111.55,
3.3029,8.8.8.8,96,15.74,
3.3537,8.8.8.8,96,17.88,
3.404,8.8.8.8,96,19.9,
3.4529,8.8.8.8,96,17.67,
3.5038,8.8.8.8,96,16.87,
3.555,8.8.8.8,96,105.0,
3.6085,8.8.8.8,96,16.39,
3.6572,8.8.8.8,96,14.84,
3.7044,8.8.8.8,96,14.01,
3.7575,8.8.8.8,96,16.34,
3.8045,8.8.8.8,96,25.35,
3.8515,8.8.8.8,96,220.86,
3.9037,8.8.8.8,96,14.41,
3.9537,8.8.8.8,96,14.31,
4.0038,8.8.8.8,96,16.77,
4.058,8.8.8.8,96,16.3,
4.1044,8.8.8.8,96,129.33,
4.1555,8.8.8.8,96,16.47,
4.2036,8.8.8.8,96,15.76,
4.2582,8.8.8.8,96,15.65,
4.3042,8.8.8.8,96,34.74,
4.3583,8.8.8.8,96,187.27,
4.4035,8.8.8.8,96,17.77,
4.4542,8.8.8.8,96,16.88,
4.5088,8.8.8.8,96,18.55,
4.5531,8.8.8.8,96,25.33,
4.6041,8.8.8.8,96,202.12,
4.6579,8.8.8.8,96,25.12,
4.7046,8.8.8.8,96,19.41,
4.7576,8.8.8.8,96,15.07,
4.8037,8.8.8.8,96,20.07,
4.8538,8.8.8.8,96,125.02,
4.904,8.8.8.8,96,19.96,
4.9579,8.8.8.8,96,18.8,
5.0074,8.8.8.8,96,16.51,
5.0541,8.8.8.8,96,16.08,
5.1043,8.8.8.8,96,240.69,
5.1553,8.8.8.8,96,16.03,
5.1999,8.8.8.8,96,16.81,
5.2545,8.8.8.8,96,14.88,
5.3087,8.8.8.8,96,15.7,
5.3584,8.8.8.8,96,15.71,
5.404,8.8.8.8,96,142.35,
5.4539,8.8.8.8,96,23.21,
5.5087,8.8.8.8,96,37.07,
5.5517,8.8.8.8,96,15.92,
5.6077,8.8.8.8,96,14.99,
5.654,8.8.8.8,96,186.63,
5.7034,8.8.8.8,96,15.76,
5.7537,8.8.8.8,96,16.58,
5.8037,8.8.8.8,96,15.75,
5.8544,8.8.8.8,96,23.87,
5.9024,8.8.8.8,96,231.19,
5.9595,8.8.8.8,96,14.47,
6.0079,8.8.8.8,96,15.78,
6.0539,8.8.8.8,96,17.57,
6.1042,8.8.8.8,96,14.91,
6.1573,8.8.8.8,96,215.93,
6.2035,8.8.8.8,96,15.76,
6.2538,8.8.8.8,96,57.82,
6.3038,8.8.8.8,96,27.13,
6.3542,8.8.8.8,96,132.95,
6.4053,8.8.8.8,96,17.42,
6.454,8.8.8.8,96,16.87,
6.504,8.8.8.8,96,17.21,
6.559,8.8.8.8,96,15.66,
6.5998,8.8.8.8,96,15.82,
6.6552,8.8.8.8,96,204.07,
6.7042,8.8.8.8,96,22.27,
